공통날짜,Return,Equity
2005-09-21,0.0,1.001317641546907
2005-09-22,0.0,1.001317641546907
2005-09-23,-0.0,1.001317641546907
2005-09-26,0.0,1.001317641546907
2005-09-27,0.0,1.001317641546907
2005-09-28,0.0,1.001317641546907
2005-09-29,0.0,1.001317641546907
2005-09-30,-0.0,1.001317641546907
2005-10-04,0.0,1.001317641546907
2005-10-05,-0.0,1.001317641546907
2005-10-06,-0.0,1.001317641546907
2005-10-07,-0.0,1.001317641546907
2005-10-10,0.0,1.001317641546907
2005-10-11,0.0,1.001317641546907
2005-10-12,-0.0,1.001317641546907
2005-10-13,-0.0,1.001317641546907
2005-10-14,-0.0,1.001317641546907
2005-10-17,-0.0,1.001317641546907
2005-10-18,0.0,1.001317641546907
2005-10-19,-0.0,1.001317641546907
2005-10-20,0.0,1.001317641546907
2005-10-21,0.0,1.001317641546907
2005-10-24,0.0,1.001317641546907
2005-10-25,-0.0,1.001317641546907
2005-10-26,-0.0,1.001317641546907
2005-10-27,-0.0,1.001317641546907
2005-10-28,-0.0,1.001317641546907
2005-10-31,0.0,1.001317641546907
2005-11-01,0.0,1.001317641546907
2005-11-02,0.0,1.001317641546907
2005-11-03,0.0,1.001317641546907
2005-11-04,0.0,1.001317641546907
2005-11-07,-0.0,1.001317641546907
2005-11-08,0.0,1.001317641546907
2005-11-09,0.0,1.001317641546907
2005-11-10,0.0,1.001317641546907
2005-11-11,0.0,1.001317641546907
2005-11-14,0.0,1.001317641546907
2005-11-15,-0.0,1.001317641546907
2005-11-16,0.0,1.001317641546907
2005-11-17,0.0,1.001317641546907
2005-11-18,0.0,1.001317641546907
2005-11-21,-0.0,1.001317641546907
2005-11-22,-0.0,1.001317641546907
2005-11-23,0.0,1.001317641546907
2005-11-25,0.0,1.001317641546907
2005-11-28,0.0,1.001317641546907
2005-11-29,-0.0,1.001317641546907
2005-11-30,0.0,1.001317641546907
2005-12-01,0.0,1.001317641546907
2005-12-02,0.0,1.001317641546907
2005-12-05,0.0,1.001317641546907
2005-12-06,0.0,1.001317641546907
2005-12-07,0.0,1.001317641546907
2005-12-08,-0.0,1.001317641546907
2005-12-09,-0.0,1.001317641546907
2005-12-12,0.0,1.001317641546907
2005-12-13,0.0,1.001317641546907
2005-12-14,-0.0,1.001317641546907
2005-12-15,0.0,1.001317641546907
2005-12-16,-0.0,1.001317641546907
2005-12-19,0.0,1.001317641546907
2005-12-20,0.0,1.001317641546907
2005-12-21,0.0,1.001317641546907
2005-12-22,-0.0,1.001317641546907
2005-12-23,0.0,1.001317641546907
2005-12-27,0.0,1.001317641546907
2005-12-28,-0.0,1.001317641546907
2005-12-29,0.0,1.001317641546907
2006-01-03,0.0,1.001317641546907
2006-01-04,0.0,1.001317641546907
2006-01-05,-0.0,1.001317641546907
2006-01-06,0.0,1.001317641546907
2006-01-09,-0.0,1.001317641546907
2006-01-10,-0.0,1.001317641546907
2006-01-11,-0.0,1.001317641546907
2006-01-12,0.0,1.001317641546907
2006-01-13,0.0,1.001317641546907
2006-01-17,-0.0,1.001317641546907
2006-01-18,-0.0,1.001317641546907
2006-01-19,0.0,1.001317641546907
2006-01-20,-0.0,1.001317641546907
2006-01-23,-0.0,1.001317641546907
2006-01-24,0.0,1.001317641546907
2006-01-25,0.0,1.001317641546907
2006-01-26,0.0,1.001317641546907
2006-01-27,0.0,1.001317641546907
2006-01-31,0.0,1.001317641546907
2006-02-01,-0.0,1.001317641546907
2006-02-02,-0.0,1.001317641546907
2006-02-03,-0.0,1.001317641546907
2006-02-06,0.0,1.001317641546907
2006-02-07,-0.0,1.001317641546907
2006-02-08,-0.0,1.001317641546907
2006-02-09,0.0,1.001317641546907
2006-02-10,0.0,1.001317641546907
2006-02-13,-0.0,1.001317641546907
2006-02-14,0.0,1.001317641546907
2006-02-15,-0.0,1.001317641546907
2006-02-16,0.0,1.001317641546907
2006-02-17,0.0,1.001317641546907
2006-02-21,0.0,1.001317641546907
2006-02-22,-0.0,1.001317641546907
2006-02-22,-0.0,1.001317641546907
2006-02-23,0.0,1.001317641546907
2006-02-24,0.0,1.001317641546907
2006-02-27,0.0,1.001317641546907
2006-02-28,-0.0,1.001317641546907
2006-03-02,-0.0,1.001317641546907
2006-03-03,-0.0002,1.0011173780185976
2006-03-06,0.012676348368080959,1.013807890659701
2006-03-07,-0.021687526956871928,0.9918209047019293
2006-03-08,-0.002177175828373734,0.9896615362021365
2006-03-09,-0.0034815483784722545,0.9862159816855356
2006-03-10,0.007068416070250549,0.9931869665792196
2006-03-13,0.014278047855802,1.0073677376177965
2006-03-14,-0.010002409515105448,0.997291632973838
2006-03-15,0.006872879287762146,1.0041458979819624
2006-03-16,0.002203282621467295,1.0063583151884037
2006-03-17,0.004737976159788104,1.0111264168939709
2006-03-20,0.004486117835975634,1.015662449147225
2006-03-21,-0.008008569868445115,1.0075284454604734
2006-03-22,-0.020985718264761033,0.9863847373603072
2006-03-23,0.0023601615864921044,0.988712764726927
2006-03-24,0.006930197467045929,0.9955647394246736
2006-03-27,0.009204842155461357,1.0047287557066207
2006-03-28,0.00191188030775713,1.0066496768292934
2006-03-29,0.0010991237042068391,1.0077561093509286
2006-03-30,0.0037510503629594183,1.011536253270684
2006-03-31,0.014865061326782225,1.0265728017098161
2006-04-03,0.01509462622248492,1.042068534441795
2006-04-04,0.004907164255199881,1.0471821359054763
2006-04-05,0.0011119142747872957,1.048346512670692
2006-04-06,0.006059194556256454,1.0546986481533367
2006-04-07,0.0,1.0546986481533367
2006-04-10,-0.0,1.0546986481533367
2006-04-11,-0.0,1.0546986481533367
2006-04-12,-0.0,1.0546986481533367
2006-04-13,0.0,1.0546986481533367
2006-04-17,0.0,1.0546986481533367
2006-04-18,0.0,1.0546986481533367
2006-04-19,0.0,1.0546986481533367
2006-04-20,-0.0,1.0546986481533367
2006-04-21,0.0,1.0546986481533367
2006-04-24,-0.0002,1.054487708423706
2006-04-25,0.0007009031153630829,1.0552268021436524
2006-04-26,0.014778347856792417,1.070821310893542
2006-04-27,0.0,1.070821310893542
2006-04-28,-0.0002,1.0706071466313634
2006-05-02,0.011181146544773313,1.0825777620297303
2006-05-03,-0.0007522837539095661,1.0817633563670115
2006-05-04,0.005093708233273375,1.0872735432817915
2006-05-08,0.009633626943782225,1.0977479309836125
2006-05-09,-0.001484230328130387,1.0961186202118043
2006-05-10,0.00038335323691771636,1.0965388208329083
2006-05-11,0.0,1.0965388208329083
2006-05-12,-0.0,1.0965388208329083
2006-05-15,-0.0,1.0965388208329083
2006-05-16,-0.0002,1.0963195130687418
2006-05-17,0.014716132273594229,1.112453096037184
2006-05-18,-0.0,1.112453096037184
2006-05-19,0.0,1.112453096037184
2006-05-22,-0.0,1.112453096037184
2006-05-23,-0.0,1.112453096037184
2006-05-24,0.0,1.112453096037184
2006-05-25,-0.0,1.112453096037184
2006-05-26,0.0,1.112453096037184
2006-05-30,-0.0,1.112453096037184
2006-06-01,-0.0,1.112453096037184
2006-06-02,0.0,1.112453096037184
2006-06-05,-0.0,1.112453096037184
2006-06-07,-0.0,1.112453096037184
2006-06-08,-0.0,1.112453096037184
2006-06-09,0.0,1.112453096037184
2006-06-12,0.0,1.112453096037184
2006-06-13,-0.0,1.112453096037184
2006-06-14,0.0,1.112453096037184
2006-06-15,-0.0,1.112453096037184
2006-06-16,0.0,1.112453096037184
2006-06-19,-0.0,1.112453096037184
2006-06-20,-0.0,1.112453096037184
2006-06-21,0.0,1.112453096037184
2006-06-22,0.0,1.112453096037184
2006-06-23,-0.0,1.112453096037184
2006-06-26,0.0,1.112453096037184
2006-06-27,0.0,1.112453096037184
2006-06-28,-0.0,1.112453096037184
2006-06-29,0.0,1.112453096037184
2006-06-30,0.0,1.112453096037184
2006-07-03,-0.0,1.112453096037184
2006-07-05,-0.0,1.112453096037184
2006-07-06,-0.0,1.112453096037184
2006-07-07,0.0,1.112453096037184
2006-07-10,-0.0002,1.1122306054179765
2006-07-11,-0.0010691376642064654,1.111041477786441
2006-07-12,0.0030917439456450424,1.1144765335487479
2006-07-13,0.009453223442430492,1.1250119292417295
2006-07-14,0.024462702141732073,1.1525327609726654
2006-07-18,0.01619686446997857,1.17120017789935
2006-07-19,0.0,1.17120017789935
2006-07-20,0.0,1.17120017789935
2006-07-21,-0.0,1.17120017789935
2006-07-24,-0.0,1.17120017789935
2006-07-25,0.0,1.17120017789935
2006-07-26,-0.0,1.17120017789935
2006-07-27,0.0,1.17120017789935
2006-07-28,0.0,1.17120017789935
2006-07-31,-0.0,1.17120017789935
2006-08-01,-0.0,1.17120017789935
2006-08-02,0.0,1.17120017789935
2006-08-03,-0.0,1.17120017789935
2006-08-04,0.0,1.17120017789935
2006-08-07,-0.0,1.17120017789935
2006-08-08,-0.0002,1.17096593786377
2006-08-09,-0.0025161662240797966,1.1680195929213693
2006-08-10,0.009807742690782995,1.179475228546535
2006-08-11,0.010620408940858361,1.1920017378093117
2006-08-14,-0.0032158198271030614,1.1881684749869232
2006-08-16,-0.01662774158562108,1.1684119166246592
2006-08-17,-0.00954438951103942,1.1572601381830534
2006-08-18,-0.0030073471280580577,1.1537798552300724
2006-08-21,0.007011879335978577,1.1618700203552286
2006-08-22,-0.010700856947307713,1.1494370154760418
2006-08-23,0.008551505281903182,1.1592664321851003
2006-08-24,0.00727995993477748,1.1677058453651403
2006-08-25,-0.010697776440722784,1.1552139892828988
2006-08-28,0.0016205582896064996,1.1570860808895005
2006-08-29,-0.012376751837170907,1.1427651136120864
2006-08-30,0.003610836420703478,1.1468914515046262
2006-08-31,-0.007322687183340726,1.1384931241720102
2006-09-01,-0.003130071132487089,1.1349295597095044
2006-09-05,-0.00430912953456275,1.130039001224112
2006-09-06,0.0031733465741448086,1.1336250066172966
2006-09-07,0.004322855261444047,1.1385255034416568
2006-09-08,-0.0019931101954053787,1.1362562966530183
2006-09-11,0.015941618638719568,1.1543700612101044
2006-09-12,0.004170534311869645,1.1591844011589763
2006-09-13,-0.003765828151920836,1.1548191119078244
2006-09-14,-0.019583768344230812,1.1322034019407312
2006-09-15,-0.0009068753101262317,1.1311766346294703
2006-09-18,-0.009977816086167657,1.1198899622081673
2006-09-19,-0.0002243409992583878,1.119638724974986
2006-09-20,0.005510895125752313,1.125808936567054
2006-09-21,0.00016918088296424827,1.1259994019169914
2006-09-22,0.01311363914538255,1.1407653517516474
2006-09-25,-0.006068461134366676,1.1338426615511104
2006-09-26,-0.0002,1.1336158930188
2006-09-27,0.012296636782655135,1.1475555559062975
2006-09-28,0.008282904095149313,1.1570606485197252
2006-09-29,-0.000898220461221122,1.1560213529703511
2006-10-02,0.002300076748218416,1.1586802908047622
2006-10-04,-0.01683941017399171,1.1391687981273808
2006-10-09,-0.021310487959935287,1.1148925551705533
2006-10-10,0.005804520592660012,1.121363971965644
2006-10-11,-0.0017639031250858083,1.1193859945511353
2006-10-12,0.0,1.1193859945511353
2006-10-13,0.0,1.1193859945511353
2006-10-16,0.0,1.1193859945511353
2006-10-17,-0.0,1.1193859945511353
2006-10-18,0.0,1.1193859945511353
2006-10-19,-0.0,1.1193859945511353
2006-10-20,0.0,1.1193859945511353
2006-10-23,0.0,1.1193859945511353
2006-10-24,0.0,1.1193859945511353
2006-10-25,0.0,1.1193859945511353
2006-10-26,0.0,1.1193859945511353
2006-10-27,-0.0,1.1193859945511353
2006-10-30,-0.0,1.1193859945511353
2006-10-31,0.0,1.1193859945511353
2006-11-01,0.0,1.1193859945511353
2006-11-02,0.0,1.1193859945511353
2006-11-03,-0.0,1.1193859945511353
2006-11-06,-0.0,1.1193859945511353
2006-11-07,0.0,1.1193859945511353
2006-11-08,-0.0,1.1193859945511353
2006-11-09,-0.0002,1.119162117352225
2006-11-10,0.0029274510674532905,1.122438409687321
2006-11-13,-0.0008293937607408708,1.1215074662735105
2006-11-14,-0.007543465553611739,1.113047413333558
2006-11-15,-0.0032858737122030135,1.1093900800976497
2006-11-16,0.0011488280483415991,1.1106645785382179
2006-11-17,-0.001367502879739746,1.1091457415286419
2006-11-20,0.007351764061025001,1.1172999193296511
2006-11-21,-0.0025298369099493456,1.1144733327542475
2006-11-22,-0.011902952435287162,1.1012078096840778
2006-11-24,0.0017927480015398345,1.103181997784169
2006-11-27,-0.00195556583588008,1.1010246527585443
2006-11-28,0.010090352594757768,1.1121343797203989
2006-11-29,-0.007536489169574168,1.1037527910125249
2006-11-30,-0.006291375562426538,1.0968086676761886
2006-12-01,-0.0017286089006178784,1.0949127144509687
2006-12-04,0.005249071821099349,1.1006599899269567
2006-12-05,0.004240980693150931,1.1053278676939606
2006-12-06,0.005080173709512081,1.1109431252678106
2006-12-07,0.0022478695832743867,1.1134403805278479
2006-12-08,0.014730602507543966,1.129842028189252
2006-12-11,0.0,1.129842028189252
2006-12-12,-0.0,1.129842028189252
2006-12-13,0.0,1.129842028189252
2006-12-14,-0.0002,1.1296160597836142
2006-12-15,-0.001360951787404474,1.128078706787971
2006-12-18,-0.008450754517723702,1.1185455905602346
2006-12-19,0.004053950040034948,1.1230801185018673
2006-12-20,-0.010291870891065535,1.1115215229219235
2006-12-21,0.00392104705405405,1.1158798511148942
2006-12-22,-0.0009144948053876334,1.114859384787613
2006-12-26,0.001937567882803748,1.1170195005254198
2006-12-27,0.007136708491469079,1.124991343079956
2006-12-28,-0.005896849568722828,1.118357438363698
2007-01-03,0.017740996434048917,1.1381982136897004
2007-01-04,0.0088791428516517,1.148304438222546
2007-01-05,0.007897265892133909,1.157372903696307
2007-01-08,0.011342701202726069,1.1705006387230656
2007-01-09,-0.002481670760397847,1.1675958415129195
2007-01-10,0.014354449190681962,1.1843560366951682
2007-01-11,-0.007231348237858093,1.175791545756216
2007-01-12,-0.017434781652335474,1.1552918768872944
2007-01-16,-0.0020607654400937037,1.152911091314184
2007-01-17,0.00686712354425012,1.1608282742137748
2007-01-18,-0.003467371070805747,1.1568032518375926
2007-01-19,0.016266012214221526,1.175619827661434
2007-01-22,-0.003398858990608211,1.1716240616406497
2007-01-23,-0.0003957820988542693,1.1711603538104653
2007-01-24,-0.013866110395182929,1.154920915054068
2007-01-25,0.0013947392704238837,1.1565317286085277
2007-01-26,0.008634760686318188,1.1665181033111962
2007-01-29,0.006610380295866136,1.1742292315960956
2007-01-30,-0.005878047784190876,1.16732705606318
2007-01-31,0.008261703850386048,1.1769711664969171
2007-02-01,-0.017517133824546782,1.1563540050657577
2007-02-02,-0.022634143173363874,1.1301809229560067
2007-02-05,-0.002888836391613303,1.1269160151766642
2007-02-06,-0.007374904636981761,1.1186051170308489
2007-02-07,0.002271744810844467,1.1211463024008477
2007-02-08,0.0022769173883352423,1.1236990599116519
2007-02-09,-0.0025476339767944722,1.120836286006929
2007-02-12,0.010448506026190074,1.132547350695645
2007-02-13,-0.0026769389637060215,1.1295155905643257
2007-02-14,-0.013170565167964554,1.1146392318705662
2007-02-15,-0.00590542329298227,1.108056815387406
2007-02-16,-0.004006522627546971,1.1036173606839488
2007-02-20,-0.0029279480045971695,1.1003860264348955
2007-02-21,0.0011701506574270937,1.101673643867152
2007-02-22,-0.00963939458996066,1.0910541769045567
2007-02-22,0.0,1.0910541769045567
2007-02-23,0.0,1.0910541769045567
2007-02-26,-0.0,1.0910541769045567
2007-02-27,-0.0,1.0910541769045567
2007-02-28,-0.0,1.0910541769045567
2007-03-02,-0.0,1.0910541769045567
2007-03-05,-0.0002,1.0908359660691758
2007-03-06,0.01952648386177589,1.1121361569564703
2007-03-07,0.0,1.1121361569564703
2007-03-08,0.0,1.1121361569564703
2007-03-09,-0.0,1.1121361569564703
2007-03-12,0.0,1.1121361569564703
2007-03-13,-0.0,1.1121361569564703
2007-03-14,-0.0,1.1121361569564703
2007-03-15,0.0,1.1121361569564703
2007-03-16,0.0,1.1121361569564703
2007-03-19,0.0,1.1121361569564703
2007-03-20,0.0,1.1121361569564703
2007-03-21,-0.0,1.1121361569564703
2007-03-22,0.0,1.1121361569564703
2007-03-23,-0.0,1.1121361569564703
2007-03-26,0.0,1.1121361569564703
2007-03-27,0.0,1.1121361569564703
2007-03-28,-0.0,1.1121361569564703
2007-03-29,-0.0002,1.111913729725079
2007-03-30,-0.0008532423725835514,1.1109649978162202
2007-04-02,-0.005104222055751784,1.1052943857711983
2007-04-03,-0.0029654755898578244,1.102016662250587
2007-04-04,-0.01391500306769089,1.0866820970147235
2007-04-05,0.001879013027406451,1.0887239868316636
2007-04-09,-0.012666939858919868,1.0749331855675035
2007-04-10,0.0013487870932808788,1.0763830415743363
2007-04-11,0.0,1.0763830415743363
2007-04-12,0.0,1.0763830415743363
2007-04-13,-0.0,1.0763830415743363
2007-04-16,0.0,1.0763830415743363
2007-04-17,-0.0,1.0763830415743363
2007-04-18,0.0,1.0763830415743363
2007-04-19,-0.0002,1.0761677649660215
2007-04-20,0.013526480385860573,1.0907245271307298
2007-04-23,0.006972190119286736,1.0983292659016544
2007-04-24,0.007023910073157502,1.1060438318960646
2007-04-25,-0.00798096845120888,1.097216530968048
2007-04-26,0.006630191549223063,1.1044912867393402
2007-04-27,-0.007386411494010758,1.096333059603934
2007-04-30,0.0013607844248877399,1.0978249325559326
2007-05-02,0.0065761638563826,1.1050444091980427
2007-05-03,0.004044646364782523,1.1095139230506288
2007-05-04,0.004425336013971659,1.1144238949723078
2007-05-07,0.009922822266557496,1.1254821252117226
2007-05-08,-0.00029478235449786894,1.1251503529409075
2007-05-09,0.0059722543360120955,1.1318700370149244
2007-05-10,0.0,1.1318700370149244
2007-05-11,0.0,1.1318700370149244
2007-05-14,0.0,1.1318700370149244
2007-05-15,-0.0,1.1318700370149244
2007-05-16,0.0,1.1318700370149244
2007-05-17,0.0,1.1318700370149244
2007-05-18,-0.0,1.1318700370149244
2007-05-21,0.0,1.1318700370149244
2007-05-22,0.0,1.1318700370149244
2007-05-23,0.0,1.1318700370149244
2007-05-25,-0.0,1.1318700370149244
2007-05-29,0.0,1.1318700370149244
2007-05-30,-0.0,1.1318700370149244
2007-05-31,-0.0002,1.1316436630075215
2007-06-01,-0.010524236019089805,1.119733978008523
2007-06-04,-0.014343020031468257,1.103673611132031
2007-06-05,-0.002115831252792688,1.1013384240127153
2007-06-07,-0.003591151680018889,1.0973833506810526
2007-06-08,0.015215770901838788,1.1140808843365078
2007-06-11,0.0062355866928398345,1.1210278322736238
2007-06-12,0.0,1.1210278322736238
2007-06-13,-0.0,1.1210278322736238
2007-06-14,0.0,1.1210278322736238
2007-06-15,0.0,1.1210278322736238
2007-06-18,-0.0002,1.120803626707169
2007-06-19,-0.0010484012842173485,1.1196285747455739
2007-06-20,0.01079857734451739,1.1317189705070958
2007-06-21,-0.005413864760520859,1.1255919970538546
2007-06-22,0.012633792918681941,1.1398124932555587
2007-06-25,0.0069142686520811125,1.147693463046926
2007-06-26,0.004351441269461631,1.1526875837467196
2007-06-27,0.009195254077642967,1.163286838951415
2007-06-28,0.0,1.163286838951415
2007-06-29,-0.0,1.163286838951415
2007-07-02,-0.0002,1.1630541815836248
2007-07-03,-0.020198904571171926,1.1395617611587148
2007-07-05,-0.0002,1.139333848806483
2007-07-06,-0.007511652864256924,1.130775568437751
2007-07-09,-0.013271929376225344,1.115767994953084
2007-07-10,-0.005575217270391342,1.1095473459578717
2007-07-11,0.0023261620524825943,1.1121283328894718
2007-07-12,-0.01013139007890953,1.100860926931161
2007-07-13,0.0,1.100860926931161
2007-07-16,-0.0002,1.1006407547457748
2007-07-18,-0.01213415046411015,1.0872854142207578
2007-07-19,0.0029796529173790943,1.0905251473772644
2007-07-20,0.0,1.0905251473772644
2007-07-23,0.0,1.0905251473772644
2007-07-24,0.0,1.0905251473772644
2007-07-25,0.0,1.0905251473772644
2007-07-26,-0.0,1.0905251473772644
2007-07-27,-0.0,1.0905251473772644
2007-07-30,0.0,1.0905251473772644
2007-07-31,0.0,1.0905251473772644
2007-08-01,-0.0,1.0905251473772644
2007-08-02,-0.0,1.0905251473772644
2007-08-03,0.0,1.0905251473772644
2007-08-06,-0.0,1.0905251473772644
2007-08-07,0.0,1.0905251473772644
2007-08-08,0.0,1.0905251473772644
2007-08-09,0.0,1.0905251473772644
2007-08-10,-0.0,1.0905251473772644
2007-08-13,0.0,1.0905251473772644
2007-08-14,-0.0,1.0905251473772644
2007-08-16,-0.0,1.0905251473772644
2007-08-17,-0.0,1.0905251473772644
2007-08-20,0.0,1.0905251473772644
2007-08-21,0.0,1.0905251473772644
2007-08-22,0.0,1.0905251473772644
2007-08-23,0.0,1.0905251473772644
2007-08-24,-0.0,1.0905251473772644
2007-08-27,0.0,1.0905251473772644
2007-08-28,0.0,1.0905251473772644
2007-08-29,-0.0,1.0905251473772644
2007-08-30,0.0,1.0905251473772644
2007-08-31,0.0,1.0905251473772644
2007-09-04,-0.0,1.0905251473772644
2007-09-05,-0.0,1.0905251473772644
2007-09-06,0.0,1.0905251473772644
2007-09-07,-0.0,1.0905251473772644
2007-09-10,-0.0,1.0905251473772644
2007-09-11,0.0,1.0905251473772644
2007-09-12,-0.0,1.0905251473772644
2007-09-13,0.0,1.0905251473772644
2007-09-14,0.0,1.0905251473772644
2007-09-17,0.0,1.0905251473772644
2007-09-18,-0.0,1.0905251473772644
2007-09-19,0.0,1.0905251473772644
2007-09-20,0.0,1.0905251473772644
2007-09-21,0.0,1.0905251473772644
2007-09-27,0.0,1.0905251473772644
2007-09-28,0.0,1.0905251473772644
2007-10-01,0.0,1.0905251473772644
2007-10-02,0.0,1.0905251473772644
2007-10-04,-0.0,1.0905251473772644
2007-10-05,-0.0,1.0905251473772644
2007-10-08,0.0,1.0905251473772644
2007-10-09,0.0,1.0905251473772644
2007-10-10,0.0,1.0905251473772644
2007-10-11,0.0,1.0905251473772644
2007-10-12,-0.0,1.0905251473772644
2007-10-15,0.0,1.0905251473772644
2007-10-16,-0.0,1.0905251473772644
2007-10-17,-0.0,1.0905251473772644
2007-10-18,0.0,1.0905251473772644
2007-10-19,-0.0,1.0905251473772644
2007-10-22,-0.0,1.0905251473772644
2007-10-23,0.0,1.0905251473772644
2007-10-24,-0.0,1.0905251473772644
2007-10-25,-0.0002,1.090307042347789
2007-10-26,-0.027159960660983806,1.0606943459692295
2007-10-29,-0.018409588808405708,1.041167399208535
2007-10-30,0.00569290514608809,1.0470946664534284
2007-10-31,0.0,1.0470946664534284
2007-11-01,0.0,1.0470946664534284
2007-11-02,-0.0,1.0470946664534284
2007-11-05,-0.0,1.0470946664534284
