공통날짜,return
2020Q1,0.0
2020Q2,0.0
2020Q3,0.0
2020Q4,0.0
2021Q1,0.0
2021Q2,0.0
2021Q3,0.0
2021Q4,0.0
2022Q1,0.0
2022Q2,0.0
2022Q3,0.043744820554323605
2022Q4,-0.08451142230823705
2023Q1,0.05720689137368917
2023Q2,0.04976227634018415
2023Q3,0.03408926913571797
2023Q4,0.016221541079280533
2024Q1,0.040231644236895736
2024Q2,0.007185528333347735
2024Q3,-0.02622951367372417
2024Q4,-0.02610554509668983
2025Q1,-0.011850958402552347
2025Q2,0.017977137992005066
2025Q3,-0.04203887142049323
2025Q4,0.14035740761047588
